GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSV001,GSV002,GSV003,GSV004,GSX001,GSX002,GSX003,GSX004
"G5300190","2000","US","4","9","Washington","53","Ferry","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5708287311","138508988","Ferry County","A","+48495464","-118523636","06",,,23,18,38,23,14,9,33,5
"G5300210","2000","US","4","9","Washington","53","Franklin","021",,,,,"0",,,,,,,,,,,,,"6740","99","N","9999","9999","9",,,,,,,,,"3217805431","59434923","Franklin County","A","+46399750","-119039504","06",,,5569,1927,3644,2639,4776,793,2949,695
"G5300230","2000","US","4","9","Washington","53","Garfield","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1840310422","19794402","Garfield County","A","+46408260","-117549553","06",,,8,0,0,7,8,0,0,0
"G5300250","2000","US","4","9","Washington","53","Grant","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6943915456","285498298","Grant County","A","+47223757","-119410536","06",,,5834,1769,3623,2400,5059,775,2765,858
"G5300270","2000","US","4","9","Washington","53","Grays Harbor","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4964713992","796559594","Grays Harbor County","A","+47064661","-123771823","06",,,863,237,338,385,729,134,299,39
"G5300290","2000","US","4","9","Washington","53","Island","029",,,,,"0",,,,,,,,,,,,,"7602","91","N","7600","9999","9",,,,,,,,,"539840486","800184622","Island County","A","+48181864","-122587342","06",,,924,97,583,341,448,47,458,66
"G5300310","2000","US","4","9","Washington","53","Jefferson","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4698834779","956464956","Jefferson County","A","+47858313","-123190978","06",,,114,23,107,60,112,2,91,16
"G5300330","2000","US","4","9","Washington","53","King","033",,,,,"0",,,,,,,,,,,,,"7602","91","N","7600","9999","9",,,,,,,,,"5506429437","467451370","King County","A","+47548745","-122196851","06",,,29868,7255,19592,10932,27919,1778,18188,1363
"G5300350","2000","US","4","9","Washington","53","Kitsap","035",,,,,"0",,,,,,,,,,,,,"7602","91","N","1150","9999","9",,,,,,,,,"1025567312","440320847","Kitsap County","A","+47616367","-122638179","06",,,2690,673,1799,1120,1547,215,1517,166
"G5300370","2000","US","4","9","Washington","53","Kittitas","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5949685399","93049106","Kittitas County","A","+47103259","-120706571","06",,,504,154,338,185,442,62,283,55
"G5300390","2000","US","4","9","Washington","53","Klickitat","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4849426459","82369002","Klickitat County","A","+45861905","-120956947","06",,,391,103,278,125,361,30,230,48
"G5300410","2000","US","4","9","Washington","53","Lewis","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6235751476","74145249","Lewis County","A","+46595802","-122676792","06",,,1047,282,375,356,952,90,338,37
"G5300430","2000","US","4","9","Washington","53","Lincoln","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5985994704","73828961","Lincoln County","A","+47605132","-118379105","06",,,31,9,32,10,25,6,21,11
"G5300450","2000","US","4","9","Washington","53","Mason","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2489125299","233033245","Mason County","A","+47313345","-123104320","06",,,700,401,234,283,594,90,205,29
"G5300470","2000","US","4","9","Washington","53","Okanogan","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"13644228149","121969271","Okanogan County","A","+48535173","-119581592","06",,,1542,507,787,577,1258,284,618,169
"G5300490","2000","US","4","9","Washington","53","Pacific","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2416384456","752453525","Pacific County","A","+46538320","-123805494","06",,,272,115,132,128,243,29,104,28
"G5300510","2000","US","4","9","Washington","53","Pend Oreille","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3626675932","64874635","Pend Oreille County","A","+48452111","-117277731","06",,,51,36,16,37,41,10,14,2
"G5300530","2000","US","4","9","Washington","53","Pierce","053",,,,,"0",,,,,,,,,,,,,"7602","91","N","8200","9999","9",,,,,,,,,"4348366146","330437071","Pierce County","A","+47171571","-122383565","06",,,10224,2835,7219,4194,7882,748,5956,947
"G5300550","2000","US","4","9","Washington","53","San Juan","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"453048860","1155515756","San Juan County","A","+48575362","-122966438","06",,,96,16,58,34,96,0,50,8
"G5300570","2000","US","4","9","Washington","53","Skagit","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4493987456","480001117","Skagit County","A","+48465407","-122219360","06",,,2948,943,1923,1487,2591,340,1593,324
"G5300590","2000","US","4","9","Washington","53","Skamania","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4290148847","71017875","Skamania County","A","+45900880","-121954636","06",,,76,25,60,45,64,12,39,21
"G5300610","2000","US","4","9","Washington","53","Snohomish","061",,,,,"0",,,,,,,,,,,,,"7602","91","N","7600","9999","9",,,,,,,,,"5410645131","278024082","Snohomish County","A","+47976838","-122094183","06",,,7804,2233,5100,3068,7114,323,4685,352
"G5300630","2000","US","4","9","Washington","53","Spokane","063",,,,,"0",,,,,,,,,,,,,"7840","99","N","9999","9999","9",,,,,,,,,"4567796041","44250985","Spokane County","A","+47666905","-117384910","06",,,2958,1155,2403,1109,2387,438,2042,310
"G5300650","2000","US","4","9","Washington","53","Stevens","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6418768059","161447544","Stevens County","A","+48404512","-117844794","06",,,144,41,101,86,123,21,98,3
"G5300670","2000","US","4","9","Washington","53","Thurston","067",,,,,"0",,,,,,,,,,,,,"7602","91","N","5910","9999","9",,,,,,,,,"1882977071","120732807","Thurston County","A","+46968825","-122845011","06",,,2554,708,1987,870,2189,229,1704,261
"G5300690","2000","US","4","9","Washington","53","Wahkiakum","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"684382219","58134623","Wahkiakum County","A","+46289509","-123456562","06",,,7,3,9,3,7,0,2,7
"G5300710","2000","US","4","9","Washington","53","Walla Walla","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3290593151","74436368","Walla Walla County","A","+46129079","-118409204","06",,,1937,1216,1681,728,1619,318,1184,497
"G5300730","2000","US","4","9","Washington","53","Whatcom","073",,,,,"0",,,,,,,,,,,,,"0860","99","N","9999","9999","9",,,,,,,,,"5489566267","994607077","Whatcom County","A","+48830987","-122400928","06",,,2361,728,1507,856,2099,229,1338,169
"G5300750","2000","US","4","9","Washington","53","Whitman","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5592749373","47210352","Whitman County","A","+46920742","-117387266","06",,,392,167,382,94,360,32,328,54
"G5300770","2000","US","4","9","Washington","53","Yakima","077",,,,,"0",,,,,,,,,,,,,"9260","99","N","9999","9999","9",,,,,,,,,"11127183346","39827088","Yakima County","A","+46482454","-120512943","06",,,17427,7633,12690,9749,14588,2821,9494,3196
"G5400010","2000","US","3","5","West Virginia","54","Barbour","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"882637518","5088612","Barbour County","A","+39129016","-080007572","06",,,21,5,5,3,12,0,5,0
"G5400030","2000","US","3","5","West Virginia","54","Berkeley","003",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"831746334","1134871","Berkeley County","A","+39462988","-077983926","06",,,335,91,191,128,317,18,163,28
"G5400050","2000","US","3","5","West Virginia","54","Boone","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1302723667","509062","Boone County","A","+38063291","-081733571","06",,,47,4,23,33,37,10,10,13
"G5400070","2000","US","3","5","West Virginia","54","Braxton","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1329906592","6957875","Braxton County","A","+38681652","-080736286","06",,,0,18,10,1,0,0,7,3
"G5400090","2000","US","3","5","West Virginia","54","Brooke","009",,,,,"0",,,,,,,,,,,,,"8080","99","N","9999","9999","9",,,,,,,,,"230115590","8832451","Brooke County","A","+40296424","-080590963","06",,,0,0,20,25,0,0,20,0
"G5400110","2000","US","3","5","West Virginia","54","Cabell","011",,,,,"0",,,,,,,,,,,,,"3400","99","N","9999","9999","9",,,,,,,,,"729323502","16656567","Cabell County","A","+38412924","-082323238","06",,,146,41,141,91,146,0,130,11
"G5400130","2000","US","3","5","West Virginia","54","Calhoun","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"726809639","40789","Calhoun County","A","+38861008","-081106922","06",,,18,6,29,15,18,0,29,0
"G5400150","2000","US","3","5","West Virginia","54","Clay","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"886809002","3681552","Clay County","A","+38459274","-081079453","06",,,0,0,0,7,0,0,0,0
"G5400170","2000","US","3","5","West Virginia","54","Doddridge","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"829918475","127235","Doddridge County","A","+39280200","-080718964","06",,,5,0,17,4,5,0,17,0
"G5400190","2000","US","3","5","West Virginia","54","Fayette","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1719568475","11476697","Fayette County","A","+38031065","-081119605","06",,,130,23,27,40,115,15,18,9
"G5400210","2000","US","3","5","West Virginia","54","Gilmer","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"880712528","59977","Gilmer County","A","+38933024","-080845574","06",,,7,0,6,0,0,7,6,0
"G5400230","2000","US","3","5","West Virginia","54","Grant","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1235964455","7732397","Grant County","A","+39089792","-079180142","06",,,4,0,3,10,4,0,3,0
"G5400250","2000","US","3","5","West Virginia","54","Greenbrier","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2645045348","8218821","Greenbrier County","A","+37900851","-080507974","06",,,60,22,49,56,60,0,47,2
"G5400270","2000","US","3","5","West Virginia","54","Hampshire","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1662048488","7499199","Hampshire County","A","+39322538","-078633701","06",,,24,0,7,23,24,0,3,4
"G5400290","2000","US","3","5","West Virginia","54","Hancock","029",,,,,"0",,,,,,,,,,,,,"8080","99","N","9999","9999","9",,,,,,,,,"214505488","14331416","Hancock County","A","+40504722","-080575484","06",,,49,34,47,20,43,6,45,2
"G5400310","2000","US","3","5","West Virginia","54","Hardy","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1510980084","2815068","Hardy County","A","+39049674","-078885741","06",,,34,5,10,32,25,9,10,0
"G5400330","2000","US","3","5","West Virginia","54","Harrison","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1077544907","1439483","Harrison County","A","+39297035","-080341952","06",,,206,92,139,132,188,18,138,1
"G5400350","2000","US","3","5","West Virginia","54","Jackson","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1206394508","15028001","Jackson County","A","+38845394","-081699625","06",,,0,9,5,20,0,0,5,0
"G5400370","2000","US","3","5","West Virginia","54","Jefferson","037",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"542690399","5269449","Jefferson County","A","+39304379","-077841765","06",,,247,35,127,54,241,6,95,32
"G5400390","2000","US","3","5","West Virginia","54","Kanawha","039",,,,,"0",,,,,,,,,,,,,"1480","99","N","9999","9999","9",,,,,,,,,"2339013955","20441005","Kanawha County","A","+38348930","-081605694","06",,,259,133,286,184,234,25,265,21
"G5400410","2000","US","3","5","West Virginia","54","Lewis","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"989742200","19709558","Lewis County","A","+39015135","-080482883","06",,,7,15,5,12,7,0,5,0
"G5400430","2000","US","3","5","West Virginia","54","Lincoln","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1132939198","2996878","Lincoln County","A","+38198145","-082058863","06",,,12,11,11,17,5,7,6,5
"G5400450","2000","US","3","5","West Virginia","54","Logan","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1176408753","3619213","Logan County","A","+37839786","-081951553","06",,,64,49,2,47,64,0,2,0
"G5400470","2000","US","3","5","West Virginia","54","McDowell","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1384922530","469176","McDowell County","A","+37381356","-081612175","06",,,33,32,10,18,31,2,7,3
"G5400490","2000","US","3","5","West Virginia","54","Marion","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"802096062","4669902","Marion County","A","+39499846","-080197936","06",,,119,57,64,104,108,11,63,1
"G5400510","2000","US","3","5","West Virginia","54","Marshall","051",,,,,"0",,,,,,,,,,,,,"9000","99","N","9999","9999","9",,,,,,,,,"795111280","13440246","Marshall County","A","+39907446","-080712893","06",,,74,8,19,46,43,31,19,0
"G5400530","2000","US","3","5","West Virginia","54","Mason","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1118492685","33541007","Mason County","A","+38822426","-082042659","06",,,2,15,7,61,2,0,7,0
"G5400550","2000","US","3","5","West Virginia","54","Mercer","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1088904184","666240","Mercer County","A","+37347449","-081155239","06",,,78,49,22,41,40,38,22,0
"G5400570","2000","US","3","5","West Virginia","54","Mineral","057",,,,,"0",,,,,,,,,,,,,"1900","99","N","9999","9999","9",,,,,,,,,"848824658","3618850","Mineral County","A","+39433373","-078935756","06",,,22,24,9,33,20,2,7,2
"G5400590","2000","US","3","5","West Virginia","54","Mingo","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1094549032","2674878","Mingo County","A","+37704885","-082170177","06",,,30,12,16,18,27,3,12,4
"G5400610","2000","US","3","5","West Virginia","54","Monongalia","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"935397718","12259311","Monongalia County","A","+39634786","-079994783","06",,,270,138,243,153,249,21,200,43
"G5400630","2000","US","3","5","West Virginia","54","Monroe","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1226013826","766291","Monroe County","A","+37564894","-080573527","06",,,15,11,0,0,15,0,0,0
"G5400650","2000","US","3","5","West Virginia","54","Morgan","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"593064160","1771849","Morgan County","A","+39566923","-078274188","06",,,45,11,34,29,45,0,34,0
"G5400670","2000","US","3","5","West Virginia","54","Nicholas","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1679948978","14949478","Nicholas County","A","+38301867","-080803270","06",,,32,6,27,10,32,0,27,0
"G5400690","2000","US","3","5","West Virginia","54","Ohio","069",,,,,"0",,,,,,,,,,,,,"9000","99","N","9999","9999","9",,,,,,,,,"274995745","6939026","Ohio County","A","+40078772","-080676120","06",,,74,40,63,59,68,6,59,4
"G5400710","2000","US","3","5","West Virginia","54","Pendleton","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1807478061","729040","Pendleton County","A","+38676770","-079348815","06",,,18,11,2,5,9,0,2,0
"G5400730","2000","US","3","5","West Virginia","54","Pleasants","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"338590449","9991223","Pleasants County","A","+39378020","-081174685","06",,,11,0,4,0,9,2,4,0
"G5400750","2000","US","3","5","West Virginia","54","Pocahontas","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2435333867","4033400","Pocahontas County","A","+38316071","-079977214","06",,,6,8,6,0,6,0,6,0
"G5400770","2000","US","3","5","West Virginia","54","Preston","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1679152163","7935253","Preston County","A","+39472343","-079671756","06",,,52,19,20,22,52,0,20,0
"G5400790","2000","US","3","5","West Virginia","54","Putnam","079",,,,,"0",,,,,,,,,,,,,"1480","99","N","9999","9999","9",,,,,,,,,"896737259","10798166","Putnam County","A","+38491484","-081922069","06",,,73,7,75,38,62,11,68,7
"G5400810","2000","US","3","5","West Virginia","54","Raleigh","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1571953269","6236280","Raleigh County","A","+37771342","-081228271","06",,,62,318,75,74,58,4,69,6
"G5400830","2000","US","3","5","West Virginia","54","Randolph","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2692874431","517443","Randolph County","A","+38832061","-079881496","06",,,19,9,40,8,19,0,26,14
"G5400850","2000","US","3","5","West Virginia","54","Ritchie","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1174591010","174158","Ritchie County","A","+39199874","-081066437","06",,,9,7,4,7,9,0,3,1
"G5400870","2000","US","3","5","West Virginia","54","Roane","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1252446456","458747","Roane County","A","+38715570","-081358200","06",,,12,19,12,19,12,0,10,2
"G5400890","2000","US","3","5","West Virginia","54","Summers","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"935430028","16948156","Summers County","A","+37681263","-080846018","06",,,6,4,11,13,6,0,11,0
"G5400910","2000","US","3","5","West Virginia","54","Taylor","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"447502442","7528930","Taylor County","A","+39339603","-080041467","06",,,42,9,7,4,25,17,7,0
"G5400930","2000","US","3","5","West Virginia","54","Tucker","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1084871351","5798707","Tucker County","A","+39128836","-079597109","06",,,0,2,2,1,0,0,2,0
"G5400950","2000","US","3","5","West Virginia","54","Tyler","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"667065491","8126211","Tyler County","A","+39500076","-080934113","06",,,7,2,2,9,7,0,2,0
"G5400970","2000","US","3","5","West Virginia","54","Upshur","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"918818849","263268","Upshur County","A","+38948601","-080233688","06",,,52,10,20,37,52,0,20,0
"G5400990","2000","US","3","5","West Virginia","54","Wayne","099",,,,,"0",,,,,,,,,,,,,"3400","99","N","9999","9999","9",,,,,,,,,"1309995869","16568778","Wayne County","A","+38228033","-082469841","06",,,7,19,40,19,3,4,40,0
"G5401010","2000","US","3","5","West Virginia","54","Webster","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1439951547","457581","Webster County","A","+38495719","-080434530","06",,,0,0,0,0,0,0,0,0
"G5401030","2000","US","3","5","West Virginia","54","Wetzel","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"930380031","5553393","Wetzel County","A","+39630583","-080725033","06",,,0,21,2,17,0,0,0,2
"G5401050","2000","US","3","5","West Virginia","54","Wirt","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"603434723","4780499","Wirt County","A","+39019107","-081384570","06",,,8,0,0,0,8,0,0,0
"G5401070","2000","US","3","5","West Virginia","54","Wood","107",,,,,"0",,,,,,,,,,,,,"6020","99","N","9999","9999","9",,,,,,,,,"951285178","24980854","Wood County","A","+39259427","-081531700","06",,,135,25,68,98,127,8,68,0
