GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4J001,E4J002,E4J003,E4J004,E4J005,E4J006,E4J007,E4J008,E4J009,E4J010,E4J011,E4J012,E4J013,E4J014,E4J015,E4J016,E4J017,E4J018,E4J019,E4J020,E4J021,E4J022,E4J023,E4J024,E4J025,E4J026,E4J027,E4J028,E4J029,E4J030,E4J031,E4J032,E4J033,E4J034,E4J035,E4J036,E4J037,E4J038,E4J039,E4J040
"G4701310","1990","TN",,,,,,,,,,,"99","Obion","131",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001411418","0000027016","Obion County","A","+36361447","-089146594","06",37,7472,385,2780,0,5515,411,6020,8,560,113,349,0,550,94,585,0,18,0,10,0,13,0,0,0,7,0,0,0,15,8,3,0,17,0,0,0,9,0,0
"G4701330","1990","TN",,,,,,,,,,,"99","Overton","133",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001122411","0000003798","Overton County","A","+36343800","-085285354","06",15,4234,360,2064,0,3553,206,3438,0,13,0,7,0,7,9,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"G4701350","1990","TN",,,,,,,,,,,"99","Perry","135",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001074655","0000020726","Perry County","A","+35635531","-087868156","06",0,1481,105,854,0,1248,31,1329,0,12,0,13,0,19,4,19,0,7,0,0,0,0,0,6,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,3
"G4701370","1990","TN",,,,,,,,,,,"99","Pickett","137",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000421933","0000030203","Pickett County","A","+36558238","-085079045","06",0,1087,86,568,0,792,59,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4701390","1990","TN",,,,,,,,,,,"99","Polk","139",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001126925","0000018855","Polk County","A","+35126323","-084515542","06",16,3250,275,1685,0,2618,151,2795,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,13,0,10,0,0,0,0,0,0,0,0
"G4701410","1990","TN",,,,,,,,,,,"99","Putnam","141",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001038501","0000003818","Putnam County","A","+36139518","-085496221","06",51,13001,790,5537,0,10743,769,9282,0,176,28,171,0,201,16,139,0,35,12,3,0,3,3,23,0,87,16,107,0,73,5,127,0,39,6,14,0,18,0,25
"G4701430","1990","TN",,,,,,,,,,,"99","Rhea","143",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000818310","0000052972","Rhea County","A","+35608595","-084918053","06",10,5444,488,2738,0,4529,368,4907,2,127,2,46,0,108,16,107,0,28,12,8,0,7,3,5,0,5,0,0,0,15,0,7,0,40,2,13,0,21,0,10
"G4701450","1990","TN",,,,,,,,,,,"99","Roane","145",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000934973","0000088055","Roane County","A","+35847249","-084522972","06",50,10944,1062,5141,9,8558,906,9558,5,233,44,207,0,309,77,250,0,31,10,9,0,19,0,18,0,26,0,11,0,32,0,22,0,13,8,4,0,18,0,7
"G4701470","1990","TN",,,,,,,,,,,"99","Robertson","147",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001234170","0000000527","Robertson County","A","+36525008","-086870201","06",44,10415,310,2714,5,7583,363,6388,0,873,160,433,0,976,105,760,0,10,4,6,0,9,2,30,0,23,0,0,0,25,0,9,0,0,0,0,0,12,0,0
"G4701490","1990","TN",,,,,,,,,,,"99","Rutherford","149",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001603140","0000013014","Rutherford County","A","+35843234","-086416543","06",173,30711,1211,7527,15,24842,1211,15401,7,1964,211,1195,0,2501,306,1542,0,85,7,25,0,84,6,48,0,434,48,107,0,305,17,182,0,35,0,5,0,26,0,0
"G4701510","1990","TN",,,,,,,,,,,"99","Scott","151",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001378193","0000002916","Scott County","A","+36433287","-084513935","06",2,3672,475,2265,0,2691,245,4143,0,11,0,9,0,0,0,0,0,22,0,23,0,5,3,21,0,0,0,0,0,11,0,6,0,0,0,0,0,10,0,0
"G4701530","1990","TN",,,,,,,,,,,"99","Sequatchie","153",,,"6","1560",,,,"9999","3","Tennessee","47",,,,,"0000688589","0000000460","Sequatchie County","A","+35369655","-085412463","06",23,2203,176,965,0,1751,69,1639,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4701550","1990","TN",,,,,,,,,,,"99","Sevier","155",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0001534134","0000014085","Sevier County","A","+35782564","-083520848","06",39,13183,922,4914,0,10901,1516,8469,0,26,10,25,0,35,0,44,0,62,7,20,0,22,0,15,0,14,0,11,0,38,0,37,0,15,0,0,0,13,6,6
"G4701570","1990","TN",,,,,,,,,,,"99","Shelby","157",,,"6","4920",,,,"9999","3","Tennessee","47",,,,,"0001955117","0000074635","Shelby County","A","+35184300","-089892262","06",6710,128924,4163,34505,726,106348,4114,78132,1369,62175,9830,37714,290,74204,11160,54552,74,518,11,109,35,371,86,188,148,1996,51,496,5,1535,63,1220,282,531,28,106,12,297,29,241
"G4701590","1990","TN",,,,,,,,,,,"99","Smith","159",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000814395","0000028328","Smith County","A","+36248527","-085957049","06",14,3462,263,1394,8,2691,192,2554,0,100,0,35,0,122,0,129,0,2,2,3,0,14,0,3,0,3,0,0,0,2,0,2,0,2,0,0,0,0,0,0
"G4701610","1990","TN",,,,,,,,,,,"99","Stewart","161",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001185442","0000091996","Stewart County","A","+36499703","-087837981","06",61,2151,151,1282,0,1734,103,2008,0,21,6,18,0,13,2,20,3,11,4,8,8,15,1,13,0,2,0,0,0,5,0,6,0,0,0,0,0,0,0,0
"G4701630","1990","TN",,,,,,,,,,,"99","Sullivan","163",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0001069793","0000043160","Sullivan County","A","+36514955","-082299835","06",87,36007,2219,15161,0,28194,1752,29526,7,365,89,398,0,427,68,417,0,124,8,53,0,102,9,72,0,144,0,18,0,102,0,92,0,19,0,7,0,10,0,11
"G4701650","1990","TN",,,,,,,,,,,"99","Sumner","165",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001371018","0000035761","Sumner County","A","+36467611","-086456380","06",104,27051,1210,7094,9,21745,1228,15178,4,1110,125,490,0,1207,96,859,0,80,8,29,0,84,0,21,0,34,0,5,0,108,0,47,0,15,6,7,0,24,0,14
"G4701670","1990","TN",,,,,,,,,,,"99","Tipton","167",,,"6","4920",,,,"9999","3","Tennessee","47",,,,,"0001189825","0000039791","Tipton County","A","+35492198","-089757474","06",455,7287,407,2160,38,5535,358,4864,0,1381,278,879,0,1435,261,1606,0,31,0,24,3,17,0,26,2,17,0,11,0,42,11,25,0,16,0,7,0,15,0,0
"G4701690","1990","TN",,,,,,,,,,,"99","Trousdale","169",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000295907","0000006227","Trousdale County","A","+36393167","-086156392","06",5,1309,76,516,0,1136,44,897,0,145,15,155,0,202,15,131,0,0,0,0,0,4,0,7,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"G4701710","1990","TN",,,,,,,,,,,"99","Unicoi","171",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0000482109","0000000908","Unicoi County","A","+36103068","-082427883","06",21,3912,356,2027,0,2912,351,3854,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"G4701730","1990","TN",,,,,,,,,,,"99","Union","173",,,"6","3840",,,,"9999","3","Tennessee","47",,,,,"0000579054","0000061050","Union County","A","+36281919","-083838534","06",10,3389,269,1360,0,2477,144,2690,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,2,2,18,0,0,0,0,0,0,0,5
"G4701750","1990","TN",,,,,,,,,,,"99","Van Buren","175",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000708299","0000002943","Van Buren County","A","+35693182","-085462045","06",3,1106,141,596,6,907,119,859,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
"G4701770","1990","TN",,,,,,,,,,,"99","Warren","177",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001120696","0000003662","Warren County","A","+35677516","-085776728","06",65,8298,506,2873,0,6680,572,5622,0,273,4,105,0,249,44,218,0,3,3,16,0,13,0,4,0,19,0,0,0,11,0,27,0,73,0,4,0,0,0,0
"G4701790","1990","TN",,,,,,,,,,,"99","Washington","179",,,"6","3660",,,,"9999","3","Tennessee","47",,,,,"0000844918","0000009032","Washington County","A","+36293700","-082497179","06",85,22804,1610,9622,30,18875,1024,17744,6,643,90,428,0,597,84,480,0,53,18,33,0,29,5,41,0,48,0,29,0,48,5,78,0,29,0,0,0,0,0,4
"G4701810","1990","TN",,,,,,,,,,,"99","Wayne","181",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001901114","0000004231","Wayne County","A","+35235790","-087786972","06",15,3478,151,1529,0,2727,135,2656,0,19,9,20,0,23,5,25,0,6,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4701830","1990","TN",,,,,,,,,,,"99","Weakley","183",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0001502920","0000004076","Weakley County","A","+36294905","-088716884","06",32,7808,326,3075,0,6223,415,5934,13,299,49,313,0,475,68,436,0,0,7,6,0,12,0,14,0,28,0,77,0,33,5,67,0,1,0,0,0,11,0,0
"G4701850","1990","TN",,,,,,,,,,,"99","White","185",,,"6","9999",,,,"9999","3","Tennessee","47",,,,,"0000975760","0000007261","White County","A","+35926720","-085454978","06",7,4837,393,2124,0,3981,389,3778,0,55,0,68,0,71,18,61,0,7,0,11,0,10,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,5,0,5
"G4701870","1990","TN",,,,,,,,,,,"99","Williamson","187",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001509267","0000002433","Williamson County","A","+35893759","-086899195","06",38,21792,456,4482,7,16396,690,11521,0,1268,108,442,0,1375,64,698,0,66,0,9,0,22,0,39,0,134,8,14,0,73,0,108,0,50,0,12,0,31,0,17
"G4701890","1990","TN",,,,,,,,,,,"99","Wilson","189",,,"6","5360",,,,"9999","3","Tennessee","47",,,,,"0001477946","0000032712","Wilson County","A","+36157815","-086298660","06",76,17824,792,4279,0,13952,819,9455,0,944,93,522,0,1034,120,760,0,51,7,8,0,67,10,18,0,60,0,22,0,77,0,57,0,20,0,0,0,34,0,8
"G4800010","1990","TX",,,,,,,,,,,"99","Anderson","001",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002773689","0000018429","Anderson County","A","+31812084","-095647441","06",24,7487,463,5783,0,5764,368,6124,0,1073,98,5513,0,989,168,1239,0,40,0,18,0,11,0,36,0,18,0,0,0,18,0,30,0,324,43,1962,0,181,4,120
"G4800030","1990","TX",,,,,,,,,,,"99","Andrews","003",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003886893","0000000935","Andrews County","A","+32298585","-102639393","06",0,2573,161,953,0,1974,90,2022,0,62,4,29,0,30,15,58,0,35,8,0,0,34,18,9,0,9,0,4,0,15,0,0,0,749,54,96,0,294,71,555
"G4800050","1990","TX",,,,,,,,,,,"99","Angelina","005",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002076207","0000162883","Angelina County","A","+31256099","-094606858","06",20,13229,907,5977,31,10014,528,11362,0,1716,253,1219,0,2041,222,1903,0,59,0,8,0,36,2,111,0,84,0,48,0,76,5,49,0,994,98,147,0,437,40,476
"G4800070","1990","TX",,,,,,,,,,,"99","Aransas","007",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0000652561","0000714972","Aransas County","A","+28095649","-096987988","06",0,3393,194,2302,2,2507,212,3561,0,53,20,18,0,65,3,61,0,19,0,14,0,16,12,11,0,116,29,36,0,57,14,71,0,363,50,120,0,183,47,294
"G4800090","1990","TX",,,,,,,,,,,"99","Archer","009",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002356297","0000041667","Archer County","A","+33614468","-098690961","06",6,2026,90,739,0,1461,54,1486,0,1,0,2,0,2,2,2,0,12,0,0,0,5,2,2,0,0,0,0,0,5,0,3,0,30,0,4,0,11,0,15
"G4800110","1990","TX",,,,,,,,,,,"99","Armstrong","011",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002366417","0000000459","Armstrong County","A","+34965951","-101352778","06",0,454,16,214,0,348,6,418,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,3,0,0,0,20,0,0,0,8,4,12
"G4800130","1990","TX",,,,,,,,,,,"99","Atascosa","013",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003191432","0000009101","Atascosa County","A","+28889887","-098527509","06",15,5630,488,2582,0,3991,299,4978,0,47,0,26,0,6,0,27,0,37,6,11,0,23,9,15,0,13,0,4,0,12,0,19,11,983,178,456,0,564,71,1041
"G4800150","1990","TX",,,,,,,,,,,"99","Austin","015",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001690361","0000009793","Austin County","A","+29883407","-096277412","06",9,4240,163,1652,0,3048,137,3324,0,424,55,277,0,409,69,593,0,11,0,0,0,11,0,0,0,13,0,0,0,0,13,2,13,233,10,59,0,100,12,118
"G4800170","1990","TX",,,,,,,,,,,"99","Bailey","017",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002141280","0000001774","Bailey County","A","+34067427","-102829715","06",0,1853,50,508,0,1147,74,1267,0,26,13,12,0,12,14,41,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,96,0,18,0,61,19,48
"G4800190","1990","TX",,,,,,,,,,,"99","Bandera","019",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002050685","0000015103","Bandera County","A","+29736098","-099230642","06",11,2439,94,1298,0,1904,70,2161,0,0,0,16,0,0,7,0,0,15,0,0,0,4,3,2,0,0,0,0,0,0,0,19,6,145,4,38,0,76,0,32
"G4800210","1990","TX",,,,,,,,,,,"99","Bastrop","021",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002301089","0000019520","Bastrop County","A","+30103798","-097311543","06",147,7496,393,3045,16,6060,304,4755,0,742,196,576,0,827,69,837,0,42,0,25,0,41,0,0,8,15,6,19,0,49,7,14,0,949,105,324,1,649,74,448
"G4800230","1990","TX",,,,,,,,,,,"99","Baylor","023",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002255460","0000078328","Baylor County","A","+33626664","-099215518","06",0,967,60,439,0,733,32,1018,0,56,0,24,0,27,0,21,0,0,0,0,0,4,0,6,0,4,0,0,0,5,0,5,0,42,13,12,0,22,13,25
"G4800250","1990","TX",,,,,,,,,,,"99","Bee","025",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002279780","0000000441","Bee County","A","+28417263","-097740424","06",697,4062,386,1818,61,3059,345,3768,39,138,23,98,34,37,36,121,0,11,0,10,0,20,0,25,12,0,0,0,0,9,0,77,31,732,169,461,0,598,105,894
"G4800270","1990","TX",,,,,,,,,,,"99","Bell","027",,,"7","3810",,,,"9999","3","Texas","48",,,,,"0002742779","0000073042","Bell County","A","+31037453","-097475901","06",12503,27430,1701,10952,1085,25048,2036,23269,5679,4144,897,2168,1293,4913,1314,3929,137,344,35,76,45,165,54,120,462,505,31,205,40,1391,123,1424,1002,2324,240,649,67,1627,300,1797
"G4800290","1990","TX",,,,,,,,,,,"99","Bexar","029",,,"7","7240",,,,"9999","3","Texas","48",,,,,"0003229537","0000025466","Bexar County","A","+29448583","-098519868","06",18436,203907,17783,77790,4349,176875,12750,152773,3989,14258,2426,8342,1821,16310,1910,12271,159,1054,86,483,45,876,72,617,454,2985,192,911,116,4163,321,2763,1565,42531,6129,13972,351,34243,4753,31564
"G4800310","1990","TX",,,,,,,,,,,"99","Blanco","031",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001842259","0000005606","Blanco County","A","+30267305","-098399450","06",0,1429,28,615,0,1123,61,1165,0,8,0,5,0,2,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,2,0,13,0,59,2,20,0,71,1,18
"G4800330","1990","TX",,,,,,,,,,,"99","Borden","033",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002328052","0000018766","Borden County","A","+32739076","-101426367","06",0,242,3,54,0,127,8,156,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2
"G4800350","1990","TX",,,,,,,,,,,"99","Bosque","035",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002562226","0000034811","Bosque County","A","+31901794","-097629102","06",0,3142,261,1910,0,2462,119,3518,0,45,19,31,0,56,7,54,0,9,0,0,0,4,0,7,0,0,0,0,0,6,0,3,0,121,24,43,0,57,7,68
"G4800370","1990","TX",,,,,,,,,,,"99","Bowie","037",,,"7","8360",,,,"9999","3","Texas","48",,,,,"0002299765","0000090364","Bowie County","A","+33445682","-094422660","06",100,15284,898,7117,19,12384,723,12280,25,2788,451,2267,12,3245,468,2937,0,120,17,73,1,114,8,40,0,55,0,27,0,92,0,89,0,62,0,66,0,75,9,43
"G4800390","1990","TX",,,,,,,,,,,"42","Brazoria","039",,,"7","3362",,,,"1145","3","Texas","48",,,,,"0003592032","0000545601","Brazoria County","A","+29169166","-095435296","06",132,43218,1832,13198,6,30346,1664,25068,0,2361,362,5046,6,2333,278,1598,0,237,7,195,0,140,0,169,0,512,15,150,0,409,47,251,13,4775,278,1566,0,2332,187,2469
"G4800410","1990","TX",,,,,,,,,,,"99","Brazos","041",,,"7","1260",,,,"9999","3","Texas","48",,,,,"0001517291","0000011705","Brazos County","A","+30661650","-096300526","06",302,25139,1225,13977,15,20390,973,16435,29,2263,410,1631,0,2704,492,2090,0,77,7,46,0,69,0,90,22,1369,19,752,0,780,29,687,16,2303,153,986,0,1274,121,1380
"G4800430","1990","TX",,,,,,,,,,,"99","Brewster","043",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0016039987","0000000458","Brewster County","A","+29807048","-103245707","06",0,2014,182,1092,0,1657,53,1610,0,14,11,14,0,0,0,14,0,0,0,14,0,18,0,0,0,21,19,13,0,19,0,0,0,58,10,0,0,40,0,49
"G4800450","1990","TX",,,,,,,,,,,"99","Briscoe","045",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002331784","0000003454","Briscoe County","A","+34525630","-101206877","06",0,411,9,175,0,264,22,351,0,13,0,5,0,9,0,11,0,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,71,18,20,0,33,4,53
"G4800470","1990","TX",,,,,,,,,,,"99","Brooks","047",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002443263","0000000848","Brooks County","A","+27041691","-098211783","06",0,1264,180,763,0,1019,68,1508,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,83,158,0,179,43,304
"G4800490","1990","TX",,,,,,,,,,,"99","Brown","049",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002444929","0000033776","Brown County","A","+31771917","-098998381","06",22,6674,567,3746,12,5534,404,6698,0,294,35,242,0,222,72,180,0,17,2,32,0,6,4,27,0,8,0,11,0,0,3,16,0,502,79,209,0,307,47,266
"G4800510","1990","TX",,,,,,,,,,,"99","Burleson","051",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001723945","0000031646","Burleson County","A","+30493350","-096621407","06",7,2628,108,1245,0,1696,147,2239,0,373,38,297,0,385,36,562,0,10,5,5,0,12,0,10,0,0,0,0,0,0,0,0,0,197,48,72,0,160,38,166
"G4800530","1990","TX",,,,,,,,,,,"99","Burnet","053",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002577809","0000064448","Burnet County","A","+30783602","-098184677","06",45,4333,337,2961,0,3599,205,4955,0,48,12,38,0,48,8,43,0,18,0,8,0,21,0,11,0,29,0,8,0,18,0,10,0,314,28,58,0,289,9,174
"G4800550","1990","TX",,,,,,,,,,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001413589","0000004331","Caldwell County","A","+29836706","-097613817","06",49,4547,363,1844,12,3500,267,3575,7,457,126,697,0,394,62,506,0,23,0,6,0,0,8,12,0,23,0,30,0,35,9,9,0,992,142,483,0,649,102,712
"G4800570","1990","TX",,,,,,,,,,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001327014","0001346497","Calhoun County","A","+28436184","-096605182","06",15,3802,287,1500,0,2504,189,2975,0,95,38,80,0,93,6,130,0,17,0,0,0,6,0,2,0,140,7,14,0,35,0,99,10,635,96,240,0,439,63,544
"G4800590","1990","TX",,,,,,,,,,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002327622","0000006836","Callahan County","A","+32291665","-099371110","06",13,2634,200,1283,0,2093,57,2427,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,7,0,8,0,1,0,1,0,10,4,54,7,6,0,33,4,42
"G4800610","1990","TX",,,,,,,,,,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,,"0002345421","0000960512","Cameron County","A","+26149481","-097449175","06",116,39254,6070,24203,16,32031,4389,42781,0,107,40,102,0,129,26,143,0,85,35,81,0,82,21,111,0,95,2,53,0,177,14,121,21,7879,1611,3892,3,6463,1062,8058
"G4800630","1990","TX",,,,,,,,,,,"99","Camp","063",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0000511595","0000014729","Camp County","A","+32973045","-094978874","06",7,1736,111,750,0,1358,77,1464,0,348,80,317,0,407,43,565,0,8,0,13,0,7,0,29,0,8,0,0,0,0,0,0,0,167,0,1,0,19,5,43
"G4800650","1990","TX",,,,,,,,,,,"99","Carson","065",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002391191","0000002350","Carson County","A","+35405426","-101354862","06",0,1529,60,634,0,1122,44,1201,0,5,0,0,0,2,0,0,0,12,0,0,0,16,0,7,0,0,0,2,0,5,0,0,0,56,5,7,0,28,0,46
"G4800670","1990","TX",,,,,,,,,,,"99","Cass","067",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002428037","0000059419","Cass County","A","+33071051","-094345845","06",6,5688,341,2656,0,3894,237,5545,16,879,176,805,0,1052,118,1204,0,3,2,0,0,14,1,7,0,0,0,0,0,5,0,0,0,81,4,0,0,12,0,11
"G4800690","1990","TX",,,,,,,,,,,"99","Castro","069",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002326914","0000002494","Castro County","A","+34534122","-102256718","06",0,1515,28,374,0,895,50,1208,0,48,0,27,0,53,14,20,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,673,83,157,0,355,11,617
"G4800710","1990","TX",,,,,,,,,,,"99","Chambers","071",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001552351","0000697298","Chambers County","A","+29703602","-094679441","06",28,4661,186,1235,0,3072,173,3058,0,476,48,298,0,418,78,485,0,2,0,16,0,6,0,5,0,74,0,58,0,5,0,79,0,177,5,42,0,33,5,77
"G4800730","1990","TX",,,,,,,,,,,"99","Cherokee","073",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002725504","0000025133","Cherokee County","A","+31835463","-095166649","06",9,7079,565,4335,0,5623,385,7260,4,955,194,1111,0,1319,133,1158,0,11,9,25,0,16,4,32,0,45,0,32,0,38,0,22,0,768,33,99,0,166,13,148
"G4800750","1990","TX",,,,,,,,,,,"99","Childress","075",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0001839895","0000008477","Childress County","A","+34536440","-100202132","06",0,1051,24,696,0,923,63,1215,0,57,0,30,0,82,0,36,0,0,0,0,0,0,0,27,0,15,0,0,0,0,0,7,0,137,18,31,0,19,0,145
"G4800770","1990","TX",,,,,,,,,,,"99","Clay","077",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002843465","0000047548","Clay County","A","+33789854","-098205021","06",7,2461,133,965,0,1772,94,2080,0,8,0,6,0,8,0,0,0,14,0,40,0,17,0,25,0,2,0,3,0,2,0,5,0,38,0,0,0,8,0,13
"G4800790","1990","TX",,,,,,,,,,,"99","Cochran","079",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002007897","0000000227","Cochran County","A","+33603881","-102830864","06",0,722,27,324,0,536,23,603,0,24,14,31,0,41,9,43,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,229,27,95,0,119,24,183
"G4800810","1990","TX",,,,,,,,,,,"99","Coke","081",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002328147","0000075547","Coke County","A","+31883748","-100530717","06",3,713,27,479,0,533,52,807,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,46,5,9,0,44,0,19
"G4800830","1990","TX",,,,,,,,,,,"99","Coleman","083",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0003296924","0000022295","Coleman County","A","+31772823","-099454126","06",0,1828,191,1209,0,1588,55,2219,0,8,0,39,0,93,0,10,0,17,2,10,0,0,15,10,0,0,0,0,0,0,0,0,0,52,41,76,0,50,0,79
"G4800850","1990","TX",,,,,,,,,,,"31","Collin","085",,,"7","1922",,,,"1920","3","Texas","48",,,,,"0002195576","0000098932","Collin County","A","+33184602","-096577641","06",162,73921,2115,10250,20,58117,2041,29485,9,2406,233,805,0,2431,267,1179,0,362,29,78,0,324,8,131,0,2095,28,425,0,1640,52,1226,0,2962,177,556,0,1688,132,910
"G4800870","1990","TX",,,,,,,,,,,"99","Collingsworth","087",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002379796","0000001664","Collingsworth County","A","+34967149","-100269645","06",0,759,16,306,0,541,12,735,0,40,7,25,0,39,5,39,0,9,0,0,0,4,0,0,0,0,0,2,0,1,0,0,1,83,5,25,0,46,3,37
"G4800890","1990","TX",,,,,,,,,,,"99","Colorado","089",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002494254","0000027568","Colorado County","A","+29621759","-096518732","06",4,3416,113,1383,0,2322,112,3052,0,486,85,408,0,482,92,726,0,29,0,7,0,2,0,6,0,0,6,10,0,7,0,2,0,442,51,131,0,286,23,270
"G4800910","1990","TX",,,,,,,,,,,"99","Comal","091",,,"7","7240",,,,"9999","3","Texas","48",,,,,"0001454277","0000034054","Comal County","A","+29810502","-098283519","06",71,11824,776,4898,15,9208,551,9266,2,117,17,16,0,115,0,79,0,34,10,5,0,41,11,9,0,57,0,8,0,17,3,23,22,989,94,277,6,797,42,582
"G4800930","1990","TX",,,,,,,,,,,"99","Comanche","093",,,"7","9999",,,,"9999","3","Texas","48",,,,,"0002428801","0000025847","Comanche County","A","+31950806","-098557533","06",14,2946,168,1611,0,2082,128,2993,0,0,0,4,0,0,0,0,0,9,0,5,0,5,4,2,0,0,0,0,0,0,0,0,0,277,20,69,0,115,23,165
